QUADRO DE CONTROLE DE OBRA;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
;;;;;;;;;
;;;Obra: ;Complexo Alto Tietê - OAE Marginal - fase 02;;;P3931;;
;;;Estrada: ;SP-021 - Rodoanel Mário Covas - Leste;;;;;
;;;km / estaca: ;km 114+600 ao  km 117+000;;;;;
N;FOL / CÓD.;REV.;ASSUNTO;;R0;R1;R2;R3;R4
;;;;;;;;;
189;AB-SPM00021D-114.117-825-C01-189;0;Armadura dos blocos, pilares e travamento dos apoios 94 a 112;;2026-02-27 00:00:00;;;;
190;AB-SPM00021D-114.117-825-C01-190;0;Armadura dos blocos, pilares e travamento dos apoios 113 a 130;;2026-02-27 00:00:00;;;;
191;AB-SPM00021D-114.117-825-C01-191;0;Armadura dos blocos, pilares e travamento dos apoios 131 a 148;;2026-03-27 00:00:00;;;;
192;AB-SPM00021D-114.117-825-C01-192;0;Armadura dos blocos, pilares e travamento dos apoios 149 a 151;;2026-03-05 00:00:00;;;;
193;AB-SPM00021D-114.117-825-C01-193;0;Armadura dos blocos, pilares e travamento dos apoios 152 e 153;;2026-03-05 00:00:00;;;;
194;AB-SPM00021D-114.117-825-C01-194;0;Armadura dos blocos, pilares e travamento do apoio 154;;2026-02-17 00:00:00;;;;
195;AB-SPM00021D-114.117-825-C01-195;0;Armadura dos blocos, pilares e travamento dos apoios 155 a 162;;2026-02-17 00:00:00;;;;
196;AB-SPM00021D-114.117-825-C01-196;0;Armadura dos blocos, pilares e travamento dos apoios 163 a 166;;2026-03-05 00:00:00;;;;
197;AB-SPM00021D-114.117-825-C01-197;0;Armadura do bloco e pilar do apoio 167;;2026-03-05 00:00:00;;;;
198;AB-SPM00021D-114.117-825-C01-198;0;Armadura dos blocos e pilares dos apoios 168 a 172;;2026-03-27 00:00:00;;;;
199;AB-SPM00021D-114.117-825-C01-199;;Armadura do bloco e pilar do apoio 173;;;;;;
200;AB-SPM00021D-114.117-825-C01-200;;Armadura dos blocos e pilares dos apoios 174 a 182;;;;;;
201;AB-SPM00021D-114.117-825-C01-201;;Forma e armadura das pré-lajes do vão 82;;;;;;
202;AB-SPM00021D-114.117-825-C01-202;;Forma e armadura das pré-lajes do vão 83;;;;;;
203;AB-SPM00021D-114.117-825-C01-203;;Forma e armadura das pré-lajes do vão 84;;;;;;
204;AB-SPM00021D-114.117-825-C01-204;;Forma e armadura das pré-lajes do vão 85;;;;;;
205;AB-SPM00021D-114.117-825-C01-205;;Forma e armadura das pré-lajes do vão 86;;;;;;
206;AB-SPM00021D-114.117-825-C01-206;;Forma e armadura das pré-lajes do vão 87;;;;;;
207;AB-SPM00021D-114.117-825-C01-207;;Forma e armadura das pré-lajes do vão 88;;;;;;
208;AB-SPM00021D-114.117-825-C01-208;;Forma e armadura das pré-lajes do vão 89;;;;;;
209;AB-SPM00021D-114.117-825-C01-209;;Forma e armadura das pré-lajes do vão 90;;;;;;
210;AB-SPM00021D-114.117-825-C01-210;;Forma e armadura das pré-lajes do vão 91;;;;;;
211;AB-SPM00021D-114.117-825-C01-211;;Forma e armadura das pré-lajes do vão 92;;;;;;
212;AB-SPM00021D-114.117-825-C01-212;;Forma e armadura das pré-lajes do vão 93;;;;;;
213;AB-SPM00021D-114.117-825-C01-213;;Forma e armadura das pré-lajes dos vãos 94 a 147;;;;;;
214;AB-SPM00021D-114.117-825-C01-214;;Forma e armadura das pré-lajes do vão 148;;;;;;
215;AB-SPM00021D-114.117-825-C01-215;;Forma e armadura das pré-lajes do vão 149;;;;;;
216;AB-SPM00021D-114.117-825-C01-216;;Forma e armadura das pré-lajes do vão 150;;;;;;
217;AB-SPM00021D-114.117-825-C01-217;;Forma e armadura das pré-lajes do vão 151;;;;;;
218;AB-SPM00021D-114.117-825-C01-218;;Forma e armadura das pré-lajes do vão 152;;;;;;
219;AB-SPM00021D-114.117-825-C01-219;;Forma e armadura das pré-lajes do vão 153;;;;;;
220;AB-SPM00021D-114.117-825-C01-220;;Forma e armadura das pré-lajes dos vãos 154 a 161;;;;;;
221;AB-SPM00021D-114.117-825-C01-221;;Forma e armadura das pré-lajes dos vãos 162 e 163;;;;;;
222;AB-SPM00021D-114.117-825-C01-222;;Forma e armadura das pré-lajes dos vãos 164 e 165;;;;;;
223;AB-SPM00021D-114.117-825-C01-223;;Forma e armadura das pré-lajes dos vãos 166 e 167;;;;;;
224;AB-SPM00021D-114.117-825-C01-224;;Forma e armadura das pré-lajes dos vãos 168 e 170;;;;;;
225;AB-SPM00021D-114.117-825-C01-225;;Forma e armadura das pré-lajes dos vãos 171 e 172;;;;;;
226;AB-SPM00021D-114.117-825-C01-226;;Forma e armadura das pré-lajes dos vãos 173 a 181;;;;;;
227;AB-SPM00021D-114.117-825-C01-227;;Armadura das transversinas do vão 165;;;;;;
228;AB-SPM00021D-114.117-825-C01-228;;Armadura das transversinas do vão 166;;;;;;
229;AB-SPM00021D-114.117-825-C01-229;;Armadura das transversinas do vão 167;;;;;;
230;AB-SPM00021D-114.117-825-C01-230;;Armadura das transversinas dos vãos 168 e 169;;;;;;
231;AB-SPM00021D-114.117-825-C01-231;;Armadura das transversinas dos vãos 170 a 172;;;;;;
232;AB-SPM00021D-114.117-825-C01-232;;Armadura das transversinas dos vãos 173 a 181;;;;;;
233;AB-SPM00021D-114.117-825-C01-233;;Armadura da travessa do apoio 168;;;;;;
234;AB-SPM00021D-114.117-825-C01-234;;Armadura da travessa do apoio 169;;;;;;
235;AB-SPM00021D-114.117-825-C01-235;;Armadura da travessa do apoio 170;;;;;;
236;AB-SPM00021D-114.117-825-C01-236;;Armadura da travessa do apoio 171;;;;;;
237;AB-SPM00021D-114.117-825-C01-237;;Armadura da travessa do apoio 172;;;;;;
238;AB-SPM00021D-114.117-825-C01-238;;Armadura da travessa do apoio 173;;;;;;
239;AB-SPM00021D-114.117-825-C01-239;;Armadura das travessas dos apoios 174 a 181;;;;;;
240;AB-SPM00021D-114.117-825-C01-240;;Armadura da travessa do apoio 182;;;;;;
241;AB-SPM00021D-114.117-825-C01-241;0;Armadura das travessas dos apoios 1 a 11;;2025-07-30 00:00:00;;;;
242;AB-SPM00021D-114.117-825-C01-242;0;Armadura das travessas dos apoios 12 a 13;;2025-08-07 00:00:00;;;;
243;AB-SPM00021D-114.117-825-C01-243;0;Armadura das travessas dos apoios 14 a 15;;2025-08-07 00:00:00;;;;
244;AB-SPM00021D-114.117-825-C01-244;0;Armadura da travessa do apoio 16;;2025-08-29 00:00:00;;;;
245;AB-SPM00021D-114.117-825-C01-245;2;Armadura da travessa do apoio 17;;2025-08-29 00:00:00;2025-10-06 00:00:00;2025-10-15 00:00:00;;
246;AB-SPM00021D-114.117-825-C01-246;0;Armadura da travessa do apoio 18;;2025-10-14 00:00:00;;;;
247;AB-SPM00021D-114.117-825-C01-247;1;Armadura da travessa do apoio 19;;2025-08-29 00:00:00;2025-10-07 00:00:00;;;
248;AB-SPM00021D-114.117-825-C01-248;1;Armadura da travessa do apoio 20 (pórtico sinalização);;2025-08-07 00:00:00;2025-11-03 00:00:00;;;
249;AB-SPM00021D-114.117-825-C01-249;1;Armadura das travessas dos apoios 21, 22, 25 a 26;;2025-08-07 00:00:00;2025-11-03 00:00:00;;;
250;AB-SPM00021D-114.117-825-C01-250;0;Armadura das travessas dos apoios 27 a 30;;2025-08-07 00:00:00;;;;
251;AB-SPM00021D-114.117-825-C01-251;0;Armadura da travessa do apoio 31;;2025-08-07 00:00:00;;;;
252;AB-SPM00021D-114.117-825-C01-252;1;Armadura da travessa do apoio 32;;2025-08-15 00:00:00;2025-10-09 00:00:00;;;
253;AB-SPM00021D-114.117-825-C01-253;0;Armadura da travessa do apoio 33;;2025-08-15 00:00:00;;;;
254;AB-SPM00021D-114.117-825-C01-254;0;Armadura da travessa do apoio 34;;2025-10-07 00:00:00;;;;
255;AB-SPM00021D-114.117-825-C01-255;0;Armadura da travessa do apoio 35;;2025-10-07 00:00:00;;;;
256;AB-SPM00021D-114.117-825-C01-256;0;Armadura da travessa do apoio 35a;;2025-10-07 00:00:00;;;;
257;AB-SPM00021D-114.117-825-C01-257;0;Armadura das travessas dos apoios 36 a 51;;2025-08-07 00:00:00;;;;
258;AB-SPM00021D-114.117-825-C01-258;0;Armadura da travessa do apoio 52;;2025-10-07 00:00:00;;;;
259;AB-SPM00021D-114.117-825-C01-259;0;Armadura das travessas dos apoios 23 e 24 (pórtico sinalização);;2025-11-03 00:00:00;;;;
260;AB-SPM00021D-114.117-825-C01-260;0;Armadura da travessa do apoio 53;;2026-02-17 00:00:00;;;;
261;AB-SPM00021D-114.117-825-C01-261;0;Armadura da travessa do apoio 54;;2026-01-30 00:00:00;;;;
262;AB-SPM00021D-114.117-825-C01-262;0;Armadura da travessa do apoio 55;;2026-01-15 00:00:00;;;;
263;AB-SPM00021D-114.117-825-C01-263;0;Armadura das travessas dos apoios 56 a 67;;2026-01-15 00:00:00;;;;
264;AB-SPM00021D-114.117-825-C01-264;0;Armadura da travessa do apoio 68;;2026-03-31 00:00:00;;;;
265;AB-SPM00021D-114.117-825-C01-265;0;Armadura da travessa do apoio 69;;2026-03-31 00:00:00;;;;
266;AB-SPM00021D-114.117-825-C01-266;;Armadura da travessa do apoio 70;;;;;;
267;AB-SPM00021D-114.117-825-C01-267;;Armadura da travessa do apoio 71;;;;;;
268;AB-SPM00021D-114.117-825-C01-268;;Armadura da travessa do apoio 72;;;;;;
269;AB-SPM00021D-114.117-825-C01-269;;Armadura da travessa do apoio 73;;;;;;
270;AB-SPM00021D-114.117-825-C01-270;0;Armadura das travessas dos apoios 74 a 77 e 79 a 82;;2026-03-10 00:00:00;;;;
271;AB-SPM00021D-114.117-825-C01-271;;Armadura da travessa do apoio 78 (pórtico sinalização);;;;;;
272;AB-SPM00021D-114.117-825-C01-272;;Armadura da travessa do apoio 83;;;;;;
273;AB-SPM00021D-114.117-825-C01-273;;Armadura da travessa do apoio 84;;;;;;
274;AB-SPM00021D-114.117-825-C01-274;;Armadura da travessa do apoio 85;;;;;;
275;AB-SPM00021D-114.117-825-C01-275;;Armadura da travessa do apoio 86;;;;;;
276;AB-SPM00021D-114.117-825-C01-276;;Armadura da travessa do apoio 87;;;;;;
277;AB-SPM00021D-114.117-825-C01-277;;Armadura da travessa do apoio 88;;;;;;
278;AB-SPM00021D-114.117-825-C01-278;;Armadura da travessa do apoio 89;;;;;;
279;AB-SPM00021D-114.117-825-C01-279;;Armadura da travessa do apoio 90;;;;;;
280;AB-SPM00021D-114.117-825-C01-280;;Armadura da travessa do apoio 91;;;;;;
281;AB-SPM00021D-114.117-825-C01-281;;Armadura da travessa do apoio 92;;;;;;
282;AB-SPM00021D-114.117-825-C01-282;;Armadura da travessa do apoio 93;;;;;;
283;AB-SPM00021D-114.117-825-C01-283;0;Armadura das travessas dos apoios 94 a 104;;2026-03-17 00:00:00;;;;
284;AB-SPM00021D-114.117-825-C01-284;0;Armadura das travessas dos apoios 105 a 108 e 110 a 133 e 135 a 149;;2026-03-17 00:00:00;;;;
285;AB-SPM00021D-114.117-825-C01-285;;Armadura da travessa do apoio 109 (pórtico sinalização);;;;;;
286;AB-SPM00021D-114.117-825-C01-286;;Armadura da travessa do apoio 134 (pórtico sinalização);;;;;;
287;AB-SPM00021D-114.117-825-C01-287;;Armadura da travessa do apoio 150;;;;;;
288;AB-SPM00021D-114.117-825-C01-288;;Armadura da travessa do apoio 151;;;;;;
289;AB-SPM00021D-114.117-825-C01-289;;Armadura da travessa do apoio 152;;;;;;
290;AB-SPM00021D-114.117-825-C01-290;;Armadura da travessa do apoio 153;;;;;;
291;AB-SPM00021D-114.117-825-C01-291;;Armadura das travessas dos apoios 154 a 161;;;;;;
292;AB-SPM00021D-114.117-825-C01-292;;Armadura da travessa do apoio 162;;;;;;
293;AB-SPM00021D-114.117-825-C01-293;;Armadura da travessa do apoio 163;;;;;;
294;AB-SPM00021D-114.117-825-C01-294;;Armadura da travessa do apoio 164;;;;;;
295;AB-SPM00021D-114.117-825-C01-295;;Armadura da travessa do apoio 165;;;;;;
296;AB-SPM00021D-114.117-825-C01-296;;Armadura da travessa do apoio 166;;;;;;
297;AB-SPM00021D-114.117-825-C01-297;;Armadura da travessa do apoio 167;;;;;;
298;AB-SPM00021D-114.117-825-C01-298;0;Forma e armadura das vigas pré-moldadas de 7.60m (vão 35A e 81);;2025-11-19 00:00:00;;;;
299;AB-SPM00021D-114.117-825-C01-299;0;Forma e armadura das vigas pré-moldadas de 9.50m (vão 51);;2025-11-18 00:00:00;;;;
300;AB-SPM00021D-114.117-825-C01-300;4;Forma e armadura das vigas pré-moldadas de 12.10m;;2025-08-01 00:00:00;2025-10-06 00:00:00;2025-11-11 00:00:00;2026-01-06 00:00:00;2026-01-14 00:00:00
301;AB-SPM00021D-114.117-825-C01-301;1;Cablagem viga pré-moldada de 29.566m  (vão 16 / V16.1);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
302;AB-SPM00021D-114.117-825-C01-302;0;Armadura suplementar da viga pré-moldada de 29.566m;;2025-07-25 00:00:00;;;;
303;AB-SPM00021D-114.117-825-C01-303;1;Cablagem viga pré-moldada de 28.878m  (vão 16 / V16.2);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
304;AB-SPM00021D-114.117-825-C01-304;0;Armadura suplementar da viga pré-moldada de 28.878m;;2025-07-25 00:00:00;;;;
305;AB-SPM00021D-114.117-825-C01-305;1;Cablagem viga pré-moldada de 28.210m  (vão 16 / V16.3);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
306;AB-SPM00021D-114.117-825-C01-306;0;Armadura suplementar da viga pré-moldada de 28.210m;;2025-07-25 00:00:00;;;;
307;AB-SPM00021D-114.117-825-C01-307;1;Cablagem viga pré-moldada de 27.562m  (vão 16 / V16.4);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
308;AB-SPM00021D-114.117-825-C01-308;0;Armadura suplementar da viga pré-moldada de 27.562m;;2025-07-25 00:00:00;;;;
309;AB-SPM00021D-114.117-825-C01-309;1;Cablagem da viga pré-moldada V17.1 (33.20m / vão 17);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
310;AB-SPM00021D-114.117-825-C01-310;1;Armadura suplementar da viga pré-moldada de 33.20m;;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
311;AB-SPM00021D-114.117-825-C01-311;1;Cablagem da viga pré-moldada de 33.15m  (vão 17);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
312;AB-SPM00021D-114.117-825-C01-312;1;Armadura suplementar da viga pré-moldada de 33.15m;;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
313;AB-SPM00021D-114.117-825-C01-313;1;Cablagem da viga pré-moldada de 33.10m  (vão 17);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
314;AB-SPM00021D-114.117-825-C01-314;1;Armadura suplementar da viga pré-moldada de 33.10m;;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
315;AB-SPM00021D-114.117-825-C01-315;1;Cablagem da viga pré-moldada de 33.05m  (vão 17);;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
316;AB-SPM00021D-114.117-825-C01-316;1;Armadura suplementar da viga pré-moldada de 33.05m;;2025-07-25 00:00:00;2025-09-30 00:00:00;;;
317;AB-SPM00021D-114.117-825-C01-317;1;Cablagem da viga pré-moldada de 33.00m  (vão 17);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
318;AB-SPM00021D-114.117-825-C01-318;1;Armadura suplementar da viga pré-moldada de 33.00m;;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
319;AB-SPM00021D-114.117-825-C01-319;1;Cablagem da viga pré-moldada de 21.66m  (V18.1 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
320;AB-SPM00021D-114.117-825-C01-320;1;Armadura suplementar da viga pré-moldada de 21.66m (V18.1 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
321;AB-SPM00021D-114.117-825-C01-321;1;Cablagem da viga pré-moldada de 22.51m  (V18.2 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
322;AB-SPM00021D-114.117-825-C01-322;1;Armadura suplementar da viga pré-moldada de 22.51m (V18.2 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
323;AB-SPM00021D-114.117-825-C01-323;1;Cablagem da viga pré-moldada de 23.36m  (V18.3 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
324;AB-SPM00021D-114.117-825-C01-324;1;Armadura suplementar da viga pré-moldada de 23.36m (V18.3 do vão 18);;2025-07-30 00:00:00;2025-09-30 00:00:00;;;
325;AB-SPM00021D-114.117-825-C01-325;0;Cablagem da viga pré-moldada de 24.21m  (V18.4 do vão 18);;2025-09-30 00:00:00;;;;
326;AB-SPM00021D-114.117-825-C01-326;0;Armadura suplementar da viga pré-moldada de 24.21m (V18.4 do vão 18) ;;2025-09-30 00:00:00;;;;
327;AB-SPM00021D-114.117-825-C01-327;0;Cablagem da viga pré-moldada de 25.06m  (V18.5 do vão 18);;2025-09-30 00:00:00;;;;
328;AB-SPM00021D-114.117-825-C01-328;0;Armadura suplementar da viga pré-moldada de 25.06m (V18.5 do vão 18);;2025-09-30 00:00:00;;;;
329;AB-SPM00021D-114.117-825-C01-329;3;Forma e armadura das pré-lajes dos vãos 20 a 29, 35 a 50 e 56 a 67;;2025-09-09 00:00:00;2025-10-31 00:00:00;2025-11-04 00:00:00;2025-11-24 00:00:00;
330;AB-SPM00021D-114.117-825-C01-330;0;Forma e armadura das pré-lajes dos vãos 1 a 10;;2025-08-15 00:00:00;;;;
331;AB-SPM00021D-114.117-825-C01-331;0;Forma e armadura das pré-lajes dos vãos 11 a 13;;2025-10-07 00:00:00;;;;
332;AB-SPM00021D-114.117-825-C01-332;0;Forma e armadura das pré-lajes dos vãos 14 a 15;;2025-10-07 00:00:00;;;;
333;AB-SPM00021D-114.117-825-C01-333;1;Forma e armadura das pré-lajes do vão 16 - parte 1/2;;2025-10-07 00:00:00;2025-11-04 00:00:00;;;
334;AB-SPM00021D-114.117-825-C01-334;1;Forma e armadura das pré-lajes do vão 16 - parte 2/2;;2025-10-07 00:00:00;2025-11-04 00:00:00;;;
335;AB-SPM00021D-114.117-825-C01-335;0;Forma e armadura das pré-lajes do vão 17;;2025-10-07 00:00:00;;;;
336;AB-SPM00021D-114.117-825-C01-336;0;Forma e armadura das pré-lajes do vão 18;;2025-10-07 00:00:00;;;;
337;AB-SPM00021D-114.117-825-C01-337;2;Forma e armadura das pré-lajes dos vãos 19 e 30;;2025-10-20 00:00:00;2025-10-30 00:00:00;2025-11-24 00:00:00;;
338;AB-SPM00021D-114.117-825-C01-338;1;Forma e armadura das pré-lajes do vão 31;;2025-10-20 00:00:00;2025-11-24 00:00:00;;;
339;AB-SPM00021D-114.117-825-C01-339;1;Forma e armadura das pré-lajes do vão 32;;2025-10-30 00:00:00;2025-11-24 00:00:00;;;
340;AB-SPM00021D-114.117-825-C01-340;1;Forma e armadura das pré-lajes do vão 33;;2025-10-31 00:00:00;2025-11-24 00:00:00;;;
341;AB-SPM00021D-114.117-825-C01-341;1;Forma e armadura das pré-lajes do vão 34;;2025-10-31 00:00:00;2025-11-24 00:00:00;;;
342;AB-SPM00021D-114.117-825-C01-342;0;Forma e armadura das pré-lajes do vão 35A;;2025-11-13 00:00:00;;;;
343;AB-SPM00021D-114.117-825-C01-343;0;Forma e armadura das pré-lajes do vão 51;;2026-01-15 00:00:00;;;;
344;AB-SPM00021D-114.117-825-C01-344;0;Forma e armadura das pré-lajes do vão 52;;2026-01-15 00:00:00;;;;
345;AB-SPM00021D-114.117-825-C01-345;0;Forma e armadura das pré-lajes do vão 53;;2026-01-15 00:00:00;;;;
346;AB-SPM00021D-114.117-825-C01-346;0;Forma e armadura das pré-lajes do vão 54;;2026-01-15 00:00:00;;;;
347;AB-SPM00021D-114.117-825-C01-347;0;Forma e armadura das pré-lajes do vão 55;;2026-01-15 00:00:00;;;;
348;AB-SPM00021D-114.117-825-C01-348;0;Forma e armadura das pré-lajes dos vãos 73 a 80;;2026-02-17 00:00:00;;;;
349;AB-SPM00021D-114.117-825-C01-349;0;Forma e armadura das pré-lajes do vão 81;;2026-02-27 00:00:00;;;;
350;AB-SPM00021D-114.117-825-C01-350;1;Armadura da laje e transversinas dos vãos 1 a 11;;2025-09-09 00:00:00;2025-10-15 00:00:00;;;
351;AB-SPM00021D-114.117-825-C01-351;0;Armadura da laje dos vãos 12 a 15;;2025-10-15 00:00:00;;;;
352;AB-SPM00021D-114.117-825-C01-352;1;Armadura das transversinas dos vãos 12 a 15;;2025-10-15 00:00:00;2026-03-05 00:00:00;;;
353;AB-SPM00021D-114.117-825-C01-353;0;Armadura da laje do vão 16;;2025-11-06 00:00:00;;;;
354;AB-SPM00021D-114.117-825-C01-354;0;Armadura da laje do vão 17;;2025-11-06 00:00:00;;;;
355;AB-SPM00021D-114.117-825-C01-355;0;Armadura da laje do vão 18;;2025-11-07 00:00:00;;;;
356;AB-SPM00021D-114.117-825-C01-356;0;Armadura das transversinas do vão 16;;2025-11-03 00:00:00;;;;
357;AB-SPM00021D-114.117-825-C01-357;0;Armadura das transversinas do vão 17;;2025-10-31 00:00:00;;;;
358;AB-SPM00021D-114.117-825-C01-358;0;Armadura das transversinas do vão 18;;2025-10-31 00:00:00;;;;
359;AB-SPM00021D-114.117-825-C01-359;1;Armadura das transversinas dos vãos 20 a 29 e 35 a 51;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
360;AB-SPM00021D-114.117-825-C01-360;1;Armadura das transversinas dos vãos 19 e 30;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
361;AB-SPM00021D-114.117-825-C01-361;1;Armadura das transversinas do vão 31;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
362;AB-SPM00021D-114.117-825-C01-362;1;Armadura das transversinas do vão 32;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
363;AB-SPM00021D-114.117-825-C01-363;1;Armadura das transversinas do vão 33;;2025-10-31 00:00:00;2025-11-05 00:00:00;;;
364;AB-SPM00021D-114.117-825-C01-364;0;Armadura das transversinas do vão 34;;2025-11-04 00:00:00;;;;
365;AB-SPM00021D-114.117-825-C01-365;0;Armadura das transversinas do vão 35a;;2025-11-04 00:00:00;;;;
366;AB-SPM00021D-114.117-825-C01-366;1;Armadura das lajes dos vãos 19 a 21;;2025-11-07 00:00:00;2026-01-15 00:00:00;;;
367;AB-SPM00021D-114.117-825-C01-367;1;Armadura das lajes dos vãos 22 a 27;;2025-11-04 00:00:00;2026-01-15 00:00:00;;;
368;AB-SPM00021D-114.117-825-C01-368;1;Armadura das lajes dos vãos 28 a 30;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
369;AB-SPM00021D-114.117-825-C01-369;1;Armadura das lajes dos vãos 31 a 33;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
370;AB-SPM00021D-114.117-825-C01-370;0;Armadura da laje do vão 34;;2025-11-11 00:00:00;;;;
371;AB-SPM00021D-114.117-825-C01-371;1;Armadura das lajes dos vãos 35, 35A e 36;;2025-11-11 00:00:00;2026-01-15 00:00:00;;;
372;AB-SPM00021D-114.117-825-C01-372;2;Armadura das lajes dos vãos 37 a 48;;2025-10-31 00:00:00;2025-11-04 00:00:00;2026-01-15 00:00:00;;
373;AB-SPM00021D-114.117-825-C01-373;1;Armadura das lajes dos vãos 49 a 51;;2025-11-04 00:00:00;2026-01-15 00:00:00;;;
374;AB-SPM00021D-114.117-825-C01-374;0;Detalhamento do call box no vão 43;;2025-10-30 00:00:00;;;;
375;AB-SPM00021D-114.117-825-C01-375;0;Armadura da laje do vão 52;;2026-01-30 00:00:00;;;;
376;AB-SPM00021D-114.117-825-C01-376;0;Armadura da laje do vão 53;;2026-01-30 00:00:00;;;;
377;AB-SPM00021D-114.117-825-C01-377;0;Armadura da laje do vão 54;;2026-01-30 00:00:00;;;;
378;AB-SPM00021D-114.117-825-C01-378;1;Armadura das lajes dos vãos 55 a 57;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
379;AB-SPM00021D-114.117-825-C01-379;1;Armadura das lajes dos vãos 58 a 63;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
380;AB-SPM00021D-114.117-825-C01-380;1;Armadura das lajes dos vãos 64 a 67;;2025-11-19 00:00:00;2026-01-15 00:00:00;;;
381;AB-SPM00021D-114.117-825-C01-381;0;Armadura das transversinas do vão 52;;2026-01-30 00:00:00;;;;
382;AB-SPM00021D-114.117-825-C01-382;0;Armadura das transversinas do vão 53;;2026-01-30 00:00:00;;;;
383;AB-SPM00021D-114.117-825-C01-383;0;Armadura das transversinas do vão 54;;2026-01-30 00:00:00;;;;
384;AB-SPM00021D-114.117-825-C01-384;0;Armadura das transversinas dos vão 55 a 67;;2026-01-30 00:00:00;;;;
385;AB-SPM00021D-114.117-825-C01-385;;Armadura das transversinas do vão 68;;;;;;
386;AB-SPM00021D-114.117-825-C01-386;;Armadura das transversinas do vão 69;;;;;;
387;AB-SPM00021D-114.117-825-C01-387;;Armadura das transversinas do vão 70;;;;;;
388;AB-SPM00021D-114.117-825-C01-388;;Armadura das transversinas do vão 71;;;;;;
389;AB-SPM00021D-114.117-825-C01-389;;Armadura das transversinas do vão 72;;;;;;
390;AB-SPM00021D-114.117-825-C01-390;;Armadura das transversinas dos vãos 73 a 81 e 94 a 147;;;;;;
391;AB-SPM00021D-114.117-825-C01-391;;Armadura das transversinas do vão 82;;;;;;
392;AB-SPM00021D-114.117-825-C01-392;;Armadura das transversinas do vão 83;;;;;;
393;AB-SPM00021D-114.117-825-C01-393;;Armadura das transversinas do vão 84;;;;;;
394;AB-SPM00021D-114.117-825-C01-394;;Armadura das transversinas do vão 85;;;;;;
395;AB-SPM00021D-114.117-825-C01-395;;Armadura das transversinas do vão 86;;;;;;
396;AB-SPM00021D-114.117-825-C01-396;;Armadura das transversinas do vão 87;;;;;;
397;AB-SPM00021D-114.117-825-C01-397;;Armadura das transversinas do vão 88;;;;;;
398;AB-SPM00021D-114.117-825-C01-398;;Forma e armadura das pré-lajes do vão 68;;;;;;
399;AB-SPM00021D-114.117-825-C01-399;;Forma e armadura das pré-lajes dos vãos 69 e 70;;;;;;
400;AB-SPM00021D-114.117-825-C01-400;;Forma e armadura das pré-lajes do vão 71;;;;;;
401;AB-SPM00021D-114.117-825-C01-401;;Forma e armadura das pré-lajes do vão 72;;;;;;
402;AB-SPM00021D-114.117-825-C01-402;;Armadura da laje do vão 68;;;;;;
403;AB-SPM00021D-114.117-825-C01-403;;Armadura da laje dos vãos 69 e 70;;;;;;
404;AB-SPM00021D-114.117-825-C01-404;;Armadura da laje dos vãos 71 e 72;;;;;;
405;AB-SPM00021D-114.117-825-C01-405;;Armadura da laje dos vãos 73 a 78;;;;;;
406;AB-SPM00021D-114.117-825-C01-406;;Armadura da laje dos vãos 79 a 81;;;;;;
407;AB-SPM00021D-114.117-825-C01-407;;Armadura da laje dos vãos 82 e 83;;;;;;
408;AB-SPM00021D-114.117-825-C01-408;;Armadura da laje dos vãos 84 e 85;;;;;;
409;AB-SPM00021D-114.117-825-C01-409;;Armadura da laje dos vãos 86 e 87;;;;;;
410;AB-SPM00021D-114.117-825-C01-410;;Armadura da laje dos vãos 88 e 89;;;;;;
411;AB-SPM00021D-114.117-825-C01-411;;Armadura da laje dos vãos 90 e 91;;;;;;
412;AB-SPM00021D-114.117-825-C01-412;;Armadura da laje dos vãos 92 a 94;;;;;;
413;AB-SPM00021D-114.117-825-C01-413;;Armadura da laje dos vãos 95 a 103;;;;;;
