assunto;nome;fase;projetista;path;tipo_doc;obra;trecho;codigo;materia;materia_num;pagina;revisao;rev_num;rev_suf;revisao_status;tipo_arquivo
FORMA E ARMADURAS DAS PLACAS PP.4A a PP.8A E PP.4C a PP.8C;DE-SPM00021D-114.116-825-C01/530;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_530.R1a.pdf;DE;SPM00021D;114.116;825;C;01;530;R1a;1;a;NOVO;pdf
FORMA E ARMADURAS DAS PLACAS PP.4B a PP.8B E PP.4D a PP.8D;DE-SPM00021D-114.116-825-C01/531;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_531.R1a.dwg;DE;SPM00021D;114.116;825;C;01;531;R1a;1;a;NOVO;dwg
FORMA E ARMADURAS DAS PLACAS PP.4B a PP.8B E PP.4D a PP.8D;DE-SPM00021D-114.116-825-C01/531;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_531.R1a.pdf;DE;SPM00021D;114.116;825;C;01;531;R1a;1;a;NOVO;pdf
ARMADURAS DA LAJE  DO VÃO 1 ;DE-SPM00021D-114.116-825-C01/532;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_532.R1a.dwg;DE;SPM00021D;114.116;825;C;01;532;R1a;1;a;NOVO;dwg
ARMADURAS DA LAJE  DO VÃO 1 ;DE-SPM00021D-114.116-825-C01/532;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_532.R1a.pdf;DE;SPM00021D;114.116;825;C;01;532;R1a;1;a;NOVO;pdf
ARMADURAS DA LAJE  DO VÃO 2;DE-SPM00021D-114.116-825-C01/533;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_533.R1a.dwg;DE;SPM00021D;114.116;825;C;01;533;R1a;1;a;NOVO;dwg
ARMADURAS DA LAJE  DO VÃO 2;DE-SPM00021D-114.116-825-C01/533;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_533.R1a.pdf;DE;SPM00021D;114.116;825;C;01;533;R1a;1;a;NOVO;pdf
ARMADURAS DA LAJE VÃO 3;DE-SPM00021D-114.116-825-C01/534;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_534.R1a.dwg;DE;SPM00021D;114.116;825;C;01;534;R1a;1;a;NOVO;dwg
ARMADURAS DA LAJE VÃO 3;DE-SPM00021D-114.116-825-C01/534;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_534.R1a.pdf;DE;SPM00021D;114.116;825;C;01;534;R1a;1;a;NOVO;pdf
ARMADURAS DAS LAJE  DOS VÃOS 4 a 8;DE-SPM00021D-114.116-825-C01/535;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_535.R1a.dwg;DE;SPM00021D;114.116;825;C;01;535;R1a;1;a;NOVO;dwg
ARMADURAS DAS LAJE  DOS VÃOS 4 a 8;DE-SPM00021D-114.116-825-C01/535;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_535.R1a.pdf;DE;SPM00021D;114.116;825;C;01;535;R1a;1;a;NOVO;pdf
ARMADURAS DAS TRANSVERSINAS TR.1 A TR.16;DE-SPM00021D-114.116-825-C01/536;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_536.R1a.dwg;DE;SPM00021D;114.116;825;C;01;536;R1a;1;a;NOVO;dwg
ARMADURAS DAS TRANSVERSINAS TR.1 A TR.16;DE-SPM00021D-114.116-825-C01/536;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_536.R1a.pdf;DE;SPM00021D;114.116;825;C;01;536;R1a;1;a;NOVO;pdf
ARMADURAS DA TRAVESSA DO APOIO 1;DE-SPM00021D-114.116-825-C01/537;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_537.R1a.dwg;DE;SPM00021D;114.116;825;C;01;537;R1a;1;a;NOVO;dwg
ARMADURAS DA TRAVESSA DO APOIO 1;DE-SPM00021D-114.116-825-C01/537;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_537.R1a.pdf;DE;SPM00021D;114.116;825;C;01;537;R1a;1;a;NOVO;pdf
ARMAÇÃO DOS MUROS DE ALA, LAJE DE TRANSIÇÃO E TRATAMENTO DE SOLO SOB LT;DE-SPM00021D-114.116-825-C01/538;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_538.R0a.dwg;DE;SPM00021D;114.116;825;C;01;538;R0a;0;a;NOVO;dwg
ARMAÇÃO DOS MUROS DE ALA, LAJE DE TRANSIÇÃO E TRATAMENTO DE SOLO SOB LT;DE-SPM00021D-114.116-825-C01/538;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_538.R0a.pdf;DE;SPM00021D;114.116;825;C;01;538;R0a;0;a;NOVO;pdf
ARMADURAS DOS BLOCOS E PILARES;DE-SPM00021D-114.116-825-C01/539;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_539.R1a.dwg;DE;SPM00021D;114.116;825;C;01;539;R1a;1;a;NOVO;dwg
ARMADURAS DOS BLOCOS E PILARES;DE-SPM00021D-114.116-825-C01/539;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_539.R1a.pdf;DE;SPM00021D;114.116;825;C;01;539;R1a;1;a;NOVO;pdf
ARMADURAS DAS TRAVESSAS DOS APOIOS 2 a 8;DE-SPM00021D-114.116-825-C01/540;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_540.R1a.dwg;DE;SPM00021D;114.116;825;C;01;540;R1a;1;a;NOVO;dwg
ARMADURAS DAS TRAVESSAS DOS APOIOS 2 a 8;DE-SPM00021D-114.116-825-C01/540;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/DE-SPM00021D-114.116-825-C01_540.R1a.pdf;DE;SPM00021D;114.116;825;C;01;540;R1a;1;a;NOVO;pdf
OAE Ramo 500 - Memória de cálculo;MC-SPM00021D-114.116-825-C01/501;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/MC-SPM00021D-114.116-825-C01_501.R3a.docx;MC;SPM00021D;114.116;825;C;01;501;R3a;3;a;NOVO;docx
OAE Ramo 500 - Memória de cálculo;MC-SPM00021D-114.116-825-C01/501;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 500/MC-SPM00021D-114.116-825-C01_501.R3a.pdf;MC;SPM00021D;114.116;825;C;01;501;R3a;3;a;NOVO;pdf
IMPLANTAÇÃO E CONCEPÇÃO ;DE-SPM00021D-114.116-825-C01/801;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_801.R2a.dwg;DE;SPM00021D;114.116;825;C;01;801;R2a;2;a;NOVO;dwg
IMPLANTAÇÃO E CONCEPÇÃO ;DE-SPM00021D-114.116-825-C01/801;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_801.R2a.pdf;DE;SPM00021D;114.116;825;C;01;801;R2a;2;a;NOVO;pdf
LOCAÇÃO DA INFRAESTRUTURA;DE-SPM00021D-114.116-825-C01/802;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_802.R2a.dwg;DE;SPM00021D;114.116;825;C;01;802;R2a;2;a;NOVO;dwg
LOCAÇÃO DA INFRAESTRUTURA;DE-SPM00021D-114.116-825-C01/802;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_802.R2a.pdf;DE;SPM00021D;114.116;825;C;01;802;R2a;2;a;NOVO;pdf
PLANTA DA MESO E SUPEREST.;DE-SPM00021D-114.116-825-C01/803;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_803.R2a.dwg;DE;SPM00021D;114.116;825;C;01;803;R2a;2;a;NOVO;dwg
PLANTA DA MESO E SUPEREST.;DE-SPM00021D-114.116-825-C01/803;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_803.R2a.pdf;DE;SPM00021D;114.116;825;C;01;803;R2a;2;a;NOVO;pdf
FORMA DOS APOIOS 1;DE-SPM00021D-114.116-825-C01/804;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_804.R0b.dwg;DE;SPM00021D;114.116;825;C;01;804;R0b;0;b;NOVO;dwg
FORMA DOS APOIOS 1;DE-SPM00021D-114.116-825-C01/804;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_804.R0b.pdf;DE;SPM00021D;114.116;825;C;01;804;R0b;0;b;NOVO;pdf
FORMA DOS APOIOS 2 e 3;DE-SPM00021D-114.116-825-C01/805;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_805.R1a.dwg;DE;SPM00021D;114.116;825;C;01;805;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 2 e 3;DE-SPM00021D-114.116-825-C01/805;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_805.R1a.pdf;DE;SPM00021D;114.116;825;C;01;805;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 4 e 5;DE-SPM00021D-114.116-825-C01/806;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_806.R1a.dwg;DE;SPM00021D;114.116;825;C;01;806;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 4 e 5;DE-SPM00021D-114.116-825-C01/806;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_806.R1a.pdf;DE;SPM00021D;114.116;825;C;01;806;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 6 e 7;DE-SPM00021D-114.116-825-C01/807;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_807.R1a.dwg;DE;SPM00021D;114.116;825;C;01;807;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 6 e 7;DE-SPM00021D-114.116-825-C01/807;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_807.R1a.pdf;DE;SPM00021D;114.116;825;C;01;807;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 8 e 9;DE-SPM00021D-114.116-825-C01/808;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_808.R1a.dwg;DE;SPM00021D;114.116;825;C;01;808;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 8 e 9;DE-SPM00021D-114.116-825-C01/808;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_808.R1a.pdf;DE;SPM00021D;114.116;825;C;01;808;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 10 e 11;DE-SPM00021D-114.116-825-C01/809;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_809.R1a.dwg;DE;SPM00021D;114.116;825;C;01;809;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 10 e 11;DE-SPM00021D-114.116-825-C01/809;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_809.R1a.pdf;DE;SPM00021D;114.116;825;C;01;809;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 12 e 13;DE-SPM00021D-114.116-825-C01/810;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_810.R1a.dwg;DE;SPM00021D;114.116;825;C;01;810;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 12 e 13;DE-SPM00021D-114.116-825-C01/810;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_810.R1a.pdf;DE;SPM00021D;114.116;825;C;01;810;R1a;1;a;NOVO;pdf
FORMA DOS APOIOS 14 e 15;DE-SPM00021D-114.116-825-C01/811;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_811.R1a.dwg;DE;SPM00021D;114.116;825;C;01;811;R1a;1;a;NOVO;dwg
FORMA DOS APOIOS 14 e 15;DE-SPM00021D-114.116-825-C01/811;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_811.R1a.pdf;DE;SPM00021D;114.116;825;C;01;811;R1a;1;a;NOVO;pdf
FORMA DO APOIO 16;DE-SPM00021D-114.116-825-C01/812;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_812.R1a.dwg;DE;SPM00021D;114.116;825;C;01;812;R1a;1;a;NOVO;dwg
FORMA DO APOIO 16;DE-SPM00021D-114.116-825-C01/812;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_812.R1a.pdf;DE;SPM00021D;114.116;825;C;01;812;R1a;1;a;NOVO;pdf
FORMA DA SUPERESTRUTURA  DOS VÃO 1 A 6;DE-SPM00021D-114.116-825-C01/813;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_813.R0a.dwg;DE;SPM00021D;114.116;825;C;01;813;R0a;0;a;NOVO;dwg
FORMA DA SUPERESTRUTURA  DOS VÃO 1 A 6;DE-SPM00021D-114.116-825-C01/813;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_813.R0a.pdf;DE;SPM00021D;114.116;825;C;01;813;R0a;0;a;NOVO;pdf
FORMA DA SUPERESTRUTURA  DOS VÃO 7 A 12;DE-SPM00021D-114.116-825-C01/814;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_814.R0a.dwg;DE;SPM00021D;114.116;825;C;01;814;R0a;0;a;NOVO;dwg
FORMA DA SUPERESTRUTURA  DOS VÃO 7 A 12;DE-SPM00021D-114.116-825-C01/814;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_814.R0a.pdf;DE;SPM00021D;114.116;825;C;01;814;R0a;0;a;NOVO;pdf
FORMA DA SUPERESTRUTURA  DOS VÃO 13 A 16;DE-SPM00021D-114.116-825-C01/815;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_815.R0a.dwg;DE;SPM00021D;114.116;825;C;01;815;R0a;0;a;NOVO;dwg
FORMA DA SUPERESTRUTURA  DOS VÃO 13 A 16;DE-SPM00021D-114.116-825-C01/815;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_815.R0a.pdf;DE;SPM00021D;114.116;825;C;01;815;R0a;0;a;NOVO;pdf
FORMA E ARMAÇÃO DAS VIGAS PRÉ-MOLDADAS;DE-SPM00021D-114.116-825-C01/816;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_816.R1a.dwg;DE;SPM00021D;114.116;825;C;01;816;R1a;1;a;NOVO;dwg
FORMA E ARMAÇÃO DAS VIGAS PRÉ-MOLDADAS;DE-SPM00021D-114.116-825-C01/816;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_816.R1a.pdf;DE;SPM00021D;114.116;825;C;01;816;R1a;1;a;NOVO;pdf
ARMAÇÃO DAS TRANSVERSINAS E PLACAS PRÉ-MOLDADAS;DE-SPM00021D-114.116-825-C01/817;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_817.R1a.dwg;DE;SPM00021D;114.116;825;C;01;817;R1a;1;a;NOVO;dwg
ARMAÇÃO DAS TRANSVERSINAS E PLACAS PRÉ-MOLDADAS;DE-SPM00021D-114.116-825-C01/817;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_817.R1a.pdf;DE;SPM00021D;114.116;825;C;01;817;R1a;1;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃO 1 A 3;DE-SPM00021D-114.116-825-C01/818;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_818.R0a.dwg;DE;SPM00021D;114.116;825;C;01;818;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃO 1 A 3;DE-SPM00021D-114.116-825-C01/818;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_818.R0a.pdf;DE;SPM00021D;114.116;825;C;01;818;R0a;0;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃOS 4 A 6;DE-SPM00021D-114.116-825-C01/819;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_819.R0a.dwg;DE;SPM00021D;114.116;825;C;01;819;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃOS 4 A 6;DE-SPM00021D-114.116-825-C01/819;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_819.R0a.pdf;DE;SPM00021D;114.116;825;C;01;819;R0a;0;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃOS 7 A 9;DE-SPM00021D-114.116-825-C01/820;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_820.R0a.dwg;DE;SPM00021D;114.116;825;C;01;820;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃOS 7 A 9;DE-SPM00021D-114.116-825-C01/820;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_820.R0a.pdf;DE;SPM00021D;114.116;825;C;01;820;R0a;0;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃOS 10 A 12;DE-SPM00021D-114.116-825-C01/821;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_821.R0a.dwg;DE;SPM00021D;114.116;825;C;01;821;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃOS 10 A 12;DE-SPM00021D-114.116-825-C01/821;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_821.R0a.pdf;DE;SPM00021D;114.116;825;C;01;821;R0a;0;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃOS 13 E 14;DE-SPM00021D-114.116-825-C01/822;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_822.R1a.dwg;DE;SPM00021D;114.116;825;C;01;822;R1a;1;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃOS 13 E 14;DE-SPM00021D-114.116-825-C01/822;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_822.R1a.pdf;DE;SPM00021D;114.116;825;C;01;822;R1a;1;a;NOVO;pdf
ARMAÇÃO DAS LAJES DOS VÃOS 15 E 16;DE-SPM00021D-114.116-825-C01/823;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_823.R0a.dwg;DE;SPM00021D;114.116;825;C;01;823;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS LAJES DOS VÃOS 15 E 16;DE-SPM00021D-114.116-825-C01/823;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_823.R0a.pdf;DE;SPM00021D;114.116;825;C;01;823;R0a;0;a;NOVO;pdf
ARMAÇÃO DA TRAVESSA DO APOIO 1;DE-SPM00021D-114.116-825-C01/824;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_824.R0a.dwg;DE;SPM00021D;114.116;825;C;01;824;R0a;0;a;NOVO;dwg
ARMAÇÃO DA TRAVESSA DO APOIO 1;DE-SPM00021D-114.116-825-C01/824;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_824.R0a.pdf;DE;SPM00021D;114.116;825;C;01;824;R0a;0;a;NOVO;pdf
ARMAÇÃO DA TRAVESSA DO APOIO 2;DE-SPM00021D-114.116-825-C01/825;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_825.R0a.dwg;DE;SPM00021D;114.116;825;C;01;825;R0a;0;a;NOVO;dwg
ARMAÇÃO DA TRAVESSA DO APOIO 2;DE-SPM00021D-114.116-825-C01/825;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_825.R0a.pdf;DE;SPM00021D;114.116;825;C;01;825;R0a;0;a;NOVO;pdf
ARM. DAS TRAVESSAS DOS APOIOS 3 a 7 e 15 a 17;DE-SPM00021D-114.116-825-C01/826;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_826.R0a.dwg;DE;SPM00021D;114.116;825;C;01;826;R0a;0;a;NOVO;dwg
ARM. DAS TRAVESSAS DOS APOIOS 3 a 7 e 15 a 17;DE-SPM00021D-114.116-825-C01/826;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_826.R0a.pdf;DE;SPM00021D;114.116;825;C;01;826;R0a;0;a;NOVO;pdf
ARMAÇÃO DAS TRAVESSAS DOS APOIOS 8 a 14;DE-SPM00021D-114.116-825-C01/827;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_827.R0a.dwg;DE;SPM00021D;114.116;825;C;01;827;R0a;0;a;NOVO;dwg
ARMAÇÃO DAS TRAVESSAS DOS APOIOS 8 a 14;DE-SPM00021D-114.116-825-C01/827;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_827.R0a.pdf;DE;SPM00021D;114.116;825;C;01;827;R0a;0;a;NOVO;pdf
ARMAÇÃO DOS PILARES;DE-SPM00021D-114.116-825-C01/828;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_828.R1a.dwg;DE;SPM00021D;114.116;825;C;01;828;R1a;1;a;NOVO;dwg
ARMAÇÃO DOS PILARES;DE-SPM00021D-114.116-825-C01/828;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_828.R1a.pdf;DE;SPM00021D;114.116;825;C;01;828;R1a;1;a;NOVO;pdf
ARMAÇÃO DE BLOCOS E ESTACAS;DE-SPM00021D-114.116-825-C01/829;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_829.R1a.dwg;DE;SPM00021D;114.116;825;C;01;829;R1a;1;a;NOVO;dwg
ARMAÇÃO DE BLOCOS E ESTACAS;DE-SPM00021D-114.116-825-C01/829;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_829.R1a.pdf;DE;SPM00021D;114.116;825;C;01;829;R1a;1;a;NOVO;pdf
ARMAÇÃO DA LAJE DE TRANSIÇÃO E MUROS DE ALA;DE-SPM00021D-114.116-825-C01/830;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_830.R0a.dwg;DE;SPM00021D;114.116;825;C;01;830;R0a;0;a;NOVO;dwg
ARMAÇÃO DA LAJE DE TRANSIÇÃO E MUROS DE ALA;DE-SPM00021D-114.116-825-C01/830;Fase 1;CANHEDO;CANHEDO/FASE 01/07-Projeto de Estruturas/OAE - RAMO 800/DE-SPM00021D-114.116-825-C01_830.R0a.pdf;DE;SPM00021D;114.116;825;C;01;830;R0a;0;a;NOVO;pdf
